	tweet-id	user-id	time	text	is-nips2020	is-quote	quote-id	retweet-cnt	favorite-cnt	reply-cnt	quote-cnt	emotion	user-name	user-screen-name
13	1230421203052986368	1211735557111312385	Thu Feb 20 09:17:29 +0000 2020	"How to launch a Data science career.
<a href='#'>#DataScience</a> <a href='#'>#MachineLearning</a> <a href='#'>#NeurIPS2020</a> <a href='#'>#Python</a> 

<a href='#'>https://t.co/fYfK1bagUp</a>"	True	False		0	1	0	0	0.9762519999999999	NeurIPS Banglore meetup	NeurIPS_blr
14	1230469698636128257	165771311	Thu Feb 20 12:30:11 +0000 2020	Changes to the <a href='#'>#NeurIPS2020</a> review pocess : <a href='#'>https://t.co/zC2Arswm3l</a>	True	False		0	0	0	0	0.9840880000000001	RISHABH GUPTA	imrishabhg
15	1230506859456598017	949207972563116032	Thu Feb 20 14:57:51 +0000 2020	Good to know: There are certain exceptions for the mandatory reviewing duty when submitting to  <a href='#'>#NeurIPS2020</a>. Thanks for the quick clarification! (twitter to the rescue)	True	True	1.2305057732199588e+18	1	6	0	0	0.995724	Eric Brachmann	eric_brachmann
16	1230518580833378304	906249252741029889	Thu Feb 20 15:44:26 +0000 2020	1/3 Call for Papers for <a href='#'>#NeurIPS2020</a> is out → <a href='#'>https://t.co/Beb3EeCGOG</a> <a href='#'>https://t.co/ZvVJoer1oY</a>	True	False		4	5	1	2	0.9725839999999999	Machine Learning Department at CMU	mldcmu
17	1230518583308013576	906249252741029889	Thu Feb 20 15:44:26 +0000 2020	3/3 Checkout the blog post by <a href='#'>#NeurIPS2020</a> program chairs, Nina Balcan (from CMU), <a href='#'>@hsuantienlin</a>, <a href='#'>@RaiaHadsell</a>, and Marc'Aurelio Ranzato  → <a href='#'>https://t.co/14o8MAb8tN</a>	True	False		0	1	0	0	0.97139	Machine Learning Department at CMU	mldcmu
18	1230520065419771907	997586853481140225	Thu Feb 20 15:50:20 +0000 2020	1/3 Call for Papers for <a href='#'>#NeurIPS2020</a> is out → <a href='#'>https://t.co/eYNMoLChfL</a> <a href='#'>https://t.co/38k3lEWxOf</a> via <a href='#'>@mldcmu</a> <a href='#'>#cmuai</a> <a href='#'>#mldcmu</a>	True	False		0	0	0	0	0.9818020000000001	Machine Learning Memoirs	mlmemoirs
19	1230520070633410561	997586853481140225	Thu Feb 20 15:50:21 +0000 2020	3/3 Checkout the blog post by <a href='#'>#NeurIPS2020</a> program chairs, Nina Balcan (from CMU), <a href='#'>@hsuantienlin</a>, <a href='#'>@RaiaHadsell</a>, and Marc'Aurelio Ranzato  → <a href='#'>https://t.co/EwzwttMjKk</a> via <a href='#'>@mldcmu</a> <a href='#'>#cmuai</a> <a href='#'>#mldcmu</a>	True	False		0	0	0	0	0.9785839999999999	Machine Learning Memoirs	mlmemoirs
20	1230523076502315008	1115985999178420224	Thu Feb 20 16:02:18 +0000 2020	1/3 Call for Papers for <a href='#'>#NeurIPS2020</a> is out → <a href='#'>https://t.co/WcbfOYIThd</a> <a href='#'>https://t.co/aT6MNxOEgH</a> via <a href='#'>@mldcmu</a> <a href='#'>#cmuai</a> <a href='#'>#mldcmu</a>	True	False		0	0	0	0	0.982642	Towards AI	towards_AI
21	1230523080520454148	1115985999178420224	Thu Feb 20 16:02:19 +0000 2020	3/3 Checkout the blog post by <a href='#'>#NeurIPS2020</a> program chairs, Nina Balcan (from CMU), <a href='#'>@hsuantienlin</a>, <a href='#'>@RaiaHadsell</a>, and Marc'Aurelio Ranzato  → <a href='#'>https://t.co/KUUIs5EtkD</a> via <a href='#'>@mldcmu</a> <a href='#'>#cmuai</a> <a href='#'>#mldcmu</a>	True	False		0	0	0	0	0.9787060000000001	Towards AI	towards_AI
22	1230524557808852992	1113531333702311941	Thu Feb 20 16:08:11 +0000 2020	1/3 Call for Papers for <a href='#'>#NeurIPS2020</a> is out → <a href='#'>https://t.co/OhTM8pHMzy</a> <a href='#'>https://t.co/jTnS2CoPPU</a> via <a href='#'>@mldcmu</a> <a href='#'>#cmuai</a> <a href='#'>#mldcmu</a>	True	False		0	0	0	0	0.9786140000000001	Stacy S.	stanford__ai
23	1230524563576041481	1113531333702311941	Thu Feb 20 16:08:12 +0000 2020	3/3 Checkout the blog post by <a href='#'>#NeurIPS2020</a> program chairs, Nina Balcan (from CMU), <a href='#'>@hsuantienlin</a>, <a href='#'>@RaiaHadsell</a>, and Marc'Aurelio Ranzato  → <a href='#'>https://t.co/z2nQZs5CGm</a> via <a href='#'>@mldcmu</a> <a href='#'>#cmuai</a> <a href='#'>#mldcmu</a>	True	False		0	0	0	0	0.9751080000000001	Stacy S.	stanford__ai
24	1230528073658966019	997586853481140225	Thu Feb 20 16:22:09 +0000 2020	1/3 Call for Papers for <a href='#'>#NeurIPS2020</a> is out → <a href='#'>https://t.co/LkJAC1zBUp</a> <a href='#'>https://t.co/N9p5bUx6qo</a> via <a href='#'>@mldcmu</a> <a href='#'>#cmuai</a> <a href='#'>#mldcmu</a>	True	False		0	0	0	0	0.9801580000000001	Machine Learning Memoirs	mlmemoirs
25	1230528078377603073	997586853481140225	Thu Feb 20 16:22:10 +0000 2020	3/3 Checkout the blog post by <a href='#'>#NeurIPS2020</a> program chairs, Nina Balcan (from CMU), <a href='#'>@hsuantienlin</a>, <a href='#'>@RaiaHadsell</a>, and Marc'Aurelio Ranzato  → <a href='#'>https://t.co/3Wi4jJmY46</a> via <a href='#'>@mldcmu</a> <a href='#'>#cmuai</a> <a href='#'>#mldcmu</a>	True	False		0	0	0	0	0.9804900000000001	Machine Learning Memoirs	mlmemoirs
26	1230528141384388608	2637036385	Thu Feb 20 16:22:25 +0000 2020	I'm excited that <a href='#'>#NeurIPS2020</a> is going to ask people to talk about the societal impacts of their work, and I hope they give reviewers guidance on how to interpret this section.	True	False		2	8	2	0	0.9881519999999999	Stephanie Hyland	_hylandSL
27	1230535201056534530	1012368265753055234	Thu Feb 20 16:50:28 +0000 2020	"As we talk about <a href='#'>#NeurIPS2020</a> <a href='#'>@NeurIPSConf</a>, I'd like to grasp the opportunity and thank <a href='#'>@hugo_larochelle</a> for honouring me by asking me to serve again as Socials' chair.
If you have any suggestions for improvements and/or comments in this regard, please do feel free to dm me"	True	False		2	49	5	0	0.9914019999999999	Maria Skoularidou	skoularidou
28	1230542476399849472	28303395	Thu Feb 20 17:19:23 +0000 2020	Perfectly put. Thank you, <a href='#'>@mer__edith</a>! <a href='#'>#AI</a> <a href='#'>#impact</a> <a href='#'>#NeurIPS2020</a>	True	True	1.2305192741811405e+18	0	2	0	0	0.9847520000000001	Tarek R. Besold	jeublanc
29	1230543298650984449	4085761879	Thu Feb 20 17:22:39 +0000 2020	"Excellente innovation pour <a href='#'>#NeurIPS2020</a>: les auteurs devront inclure une section ""broader impact"" pour discuter des potentiels enjeux sociaux/sociétaux de leurs travaux. Cette mesure n'a rien d'un gadget.  <a href='#'>#ethics</a> <a href='#'>#Accountability</a> <a href='#'>#privacy</a> <a href='#'>#fairness</a> <a href='#'>#transparency</a> <a href='#'>#greenAI</a> <a href='#'>https://t.co/etfkfCTU5X</a>"	True	False		4	4	0	2	0.9815020000000001	Victor Storchan	victorstorchan
30	1230544367678631936	1018160781014323205	Thu Feb 20 17:26:54 +0000 2020	Very delighted to see the changes made to the review process of <a href='#'>#NeurIPS2020</a> - a bold move towards 'quality over quantity' hopefully enabling more sustainable growth in the future. 👏 Especially like the 'authors are reviewers' principle! 👍	True	True	1.2302379225169715e+18	0	8	0	0	0.9974400000000001	Oliver Groth	omgroth
31	1230556279921205251	1853550709	Thu Feb 20 18:14:14 +0000 2020	"<a href='#'>#NeurIPS2020</a>
Abstract: May 05, Full: May 12"	True	False		0	3	0	0	0.9758039999999999	StudentGu	StudentGu
32	1230576844887527424	134687994	Thu Feb 20 19:35:57 +0000 2020	Few months ago, in a discussion with a CMU professor on ethics of AI, I proposed that AI conferences should take the responsibility to decide their ethical standards, and the ethical ambiguities in new papers, to ensure accountability. Happy to see this added to <a href='#'>#NeurIPS2020</a> <a href='#'>https://t.co/Mj2ZMGakqf</a>	True	False		1	0	1	0	0.979468	Shahan Ali Memon	shahanalimemon
33	1230657641283751936	2637036385	Fri Feb 21 00:57:00 +0000 2020	"I'm secretly very happy about this <a href='#'>#NeurIPS2020</a> ""discuss the societal implications of your work"" thing because this comes up immediately when you work in something applied like ML for healthcare. Having (the potential for) positive impact on people's lives is the whole point!"	True	False		1	10	2	0	0.9970380000000001	Stephanie Hyland	_hylandSL
34	1230664320356429826	1120914312	Fri Feb 21 01:23:33 +0000 2020	"Great coverage (in Hindi) on repercussions of AI used for misinformation in the Indian election context. 
<a href='#'>#NeurIPS2020</a> new guidelines on broader coverage came in due time.  <a href='#'>https://t.co/TKLfLPf0cY</a>"	True	False		0	0	1	0	0.976998	Arnav	rnav_arora
35	1230700502087688192	861786312759590913	Fri Feb 21 03:47:19 +0000 2020	"<a href='#'>#NeurIPS2020</a> informs deadlines. <a href='#'>#conferencelist</a>

- abstract due: May 5
- submission due: May 12

<a href='#'>https://t.co/9QT61SY6Xw</a>
<a href='#'>https://t.co/NiQrd0WURg</a>"	True	False		1	0	0	0	0.957106	Conference List	_ConferenceList
36	1230733464523038720	16502593	Fri Feb 21 05:58:18 +0000 2020	Broader impacts statement now required for <a href='#'>#NeurIPS2020</a>. <a href='#'>@ACM_FCA</a> made recommendations for this here: <a href='#'>https://t.co/L1qL8xMhJN</a>	True	True	1.230242249742508e+18	4	8	0	0	0.975414	Dr. Lauren Wilcox (she/her)	lgw_
37	1230756862238187522	882920881097498626	Fri Feb 21 07:31:16 +0000 2020	"Great to see <a href='#'>#NeurIPS2020</a> picking up some recommendations from our 2018 
<a href='#'>@ACM_FCA</a> 
 paper 🤓😃 to discuss broader positive and negative impacts of each and every paper! 👉<a href='#'>https://t.co/tT3P4y4OSz</a> <a href='#'>https://t.co/1TZ0rlSCry</a>"	True	True	1.2302379225169715e+18	1	4	0	0	0.984618	HCI Group Bremen	HCIBremen
38	1230757326761545729	882920881097498626	Fri Feb 21 07:33:07 +0000 2020	"Great to point 4  <a href='#'>#NeurIPS2020</a> picking up some recommendations from our 2018 
<a href='#'>@ACM_FCA</a> 
 paper 🤓😃 to discuss broader positive and negative impacts of each and every paper! 👉<a href='#'>https://t.co/tT3P4y4OSz</a>"	True	True	1.230242249742508e+18	1	6	0	0	0.985522	HCI Group Bremen	HCIBremen
39	1230760622662406145	949207972563116032	Fri Feb 21 07:46:13 +0000 2020	At first, I was sceptical about the ethical impact section demanded by <a href='#'>#NeurIPS2020</a>, but for the discussion that now unfolds on <a href='#'>#sciencetwitter</a> alone, it is invaluable.	True	True	1.2306104709915894e+18	1	9	1	0	0.9682599999999999	Eric Brachmann	eric_brachmann
40	1230765239785754625	1163845068719120388	Fri Feb 21 08:04:34 +0000 2020	"Big shout-out: More conference need reproducibility challenges like the one organized by <a href='#'>@repro_challenge</a> !

<a href='#'><a href='#'>#NeurIPS</a>2020</a>: will there be a reproducibility challenge this year, too?

<a href='#'>#ReproducibleResearch</a> <a href='#'>#ResponsibleAI</a> <a href='#'>#NeurIPS</a>"	True	True	1.2305458055573258e+18	4	11	0	0	0.751986	ReproHack ♻️	ReproHack
41	1230774518320332800	1051496281267425281	Fri Feb 21 08:41:26 +0000 2020	1/3 Call for Papers for <a href='#'>#NeurIPS2020</a> is out → <a href='#'>https://t.co/Wn2kzmhCbK</a> <a href='#'>https://t.co/ZGMXcj5Vwj</a> via <a href='#'>@mldcmu</a> <a href='#'>#cmuai</a> <a href='#'>#mldcmu</a>	True	False		0	0	0	0	0.9817560000000001	Machine Learning | arXiv	arXiv__ml
42	1230774524586557440	1051496281267425281	Fri Feb 21 08:41:28 +0000 2020	3/3 Checkout the blog post by <a href='#'>#NeurIPS2020</a> program chairs, Nina Balcan (from CMU), <a href='#'>@hsuantienlin</a>, <a href='#'>@RaiaHadsell</a>, and Marc'Aurelio Ranzato  → <a href='#'>https://t.co/qeaPBornYa</a> via <a href='#'>@mldcmu</a> <a href='#'>#cmuai</a> <a href='#'>#mldcmu</a>	True	False		1	1	0	0	0.981028	Machine Learning | arXiv	arXiv__ml
43	1230776215490977793	850559607084797953	Fri Feb 21 08:48:11 +0000 2020	1/3 Call for Papers for <a href='#'>#NeurIPS2020</a> is out → <a href='#'>https://t.co/BN5TVZDacK</a> <a href='#'>https://t.co/HecMRpui0t</a> via <a href='#'>@mldcmu</a> <a href='#'>#cmuai</a> <a href='#'>#mldcmu</a>	True	False		0	1	0	0	0.9825520000000001	DAI Builds - Internet Marketing Agency	DAIBuilds
44	1230911026456956928	100312578	Fri Feb 21 17:43:52 +0000 2020	"This new <a href='#'>#NeurIPS2020</a> policy is incredibly biased toward putting more burden on authors and totally overlooks the deficiency of reviewers. In fact it makes reviews even worse by pushing 10th author of a paper to review!

How about forcing reviewers to be more responsible?
<a href='#'>#smh</a>"	True	True	1.2302397877699707e+18	0	4	0	0	0.8910260000000001	Mehrdad Hosseinzadeh	hzmehrdad
45	1230989112288505856	2893959667	Fri Feb 21 22:54:09 +0000 2020	"Do you want to be a reviewer for NeurIPS 2020 or know somebody who qualifies? Please, help the machine learning community by filling this form:

<a href='#'>https://t.co/X6rEswh6F6</a>

Thanks!

<a href='#'>#NeurIPS2020</a>"	True	False		2	4	0	0	0.800792	Hsuan-Tien Lin	hsuantienlin
46	1231035950177800192	2850858010	Sat Feb 22 02:00:16 +0000 2020	"<a href='#'>@tdietterich</a> <a href='#'>@IJCAI</a> I won't defend it, but I am surprised at the *surprise of the community*, given that the CFP &amp;  the cartoon video tweeted by <a href='#'>@IJCAI</a>conf made it quite clear that the summary rejection will be by *voting*. 

There was no pushback! 
<a href='#'>#NeurIPS2020</a> even said they'll adopt the process!"	True	False		2	10	6	2	0.9903759999999999	Subbarao Kambhampati	rao2z
47	1231067564060504064	1167692574703767552	Sat Feb 22 04:05:54 +0000 2020	"<a href='#'>#NeurIPS2020</a> is changing their review process -- a whole bunch of interesting changes are coming. My favorite is how they want to handle resubmissions of previously rejected papers.

<a href='#'>https://t.co/EB4VLWp5d3</a>"	True	True	1.2302379225169715e+18	0	0	0	0	0.9708399999999999	Rico Jonschkowski	rico_jski
48	1231103045796278272	559289888	Sat Feb 22 06:26:53 +0000 2020	"I’m glad this exists!

This (and the original <a href='#'>@ACM_FCA</a> proposal that lead to the changes) should be linked in the <a href='#'>#NeurIPS2020</a> CFP."	True	True	1.2310876174515405e+18	2	4	0	0	0.98482	Samsara Counts	samsaranc
49	1231136603319521280	850559607084797953	Sat Feb 22 08:40:14 +0000 2020	3/3 Checkout the blog post by <a href='#'>#NeurIPS2020</a> program chairs, Nina Balcan (from CMU), <a href='#'>@hsuantienlin</a>, <a href='#'>@RaiaHadsell</a>, and Marc'Aurelio Ranzato  → <a href='#'>https://t.co/6tXzWLt5UX</a> via <a href='#'>@mldcmu</a> <a href='#'>#cmuai</a> <a href='#'>#mldcmu</a>	True	False		0	0	0	0	0.979732	DAI Builds - Internet Marketing Agency	DAIBuilds
50	1231187640613003264	1012368265753055234	Sat Feb 22 12:03:02 +0000 2020	Wrt the new <a href='#'>#deskreject</a> policy of <a href='#'>@NeurIPSConf</a> <a href='#'>#NeurIPS2020</a> I think that the crucial underlying question/factor is whether we trust the reviewers/reviewing process or not. If we do, things are straightforward, if we don't then I guess that we'd rather go for another venue/journal	True	False		0	5	1	0	0.984208	Maria Skoularidou	skoularidou
51	1231229871667339264	2850858010	Sat Feb 22 14:50:51 +0000 2020	"<a href='#'>@tdietterich</a> <a href='#'>@IJCAI</a> <a href='#'>@IJCAI</a>conf 🙏 to you, but there certainly wasn't any for <a href='#'>@IJCAI</a>conf. In fact people ""commended"" <a href='#'>#NeurIPS2020</a> for adopting IJCAI practice. 

There  is  a collective delusion about how 2-phase reviewing can weed out bad hombres &amp; still preserve transparency for ours..

<a href='#'>https://t.co/9pvCaSCI6B</a>"	True	True	1.2312252402958623e+18	0	1	1	0	0.978852	Subbarao Kambhampati	rao2z
52	1231987720613842954	97707247	Mon Feb 24 17:02:16 +0000 2020	"I appreciate that the chair addressed the controversy about summary rejection. But I find the idea that someone can vote on a immediate rejection of a paper with only 6 to 8.5 minutes of looking at it *preposterous*.

Hope <a href='#'>#NeurIPS2020</a> does better.

note: I didn't submit to IJCAI"	True	True	1.2319509661711729e+18	0	15	1	0	0.9817	Gautam Kamath	thegautamkamath
53	1232235629305585664	3229980963	Tue Feb 25 09:27:22 +0000 2020	<a href='#'>#NeurIPS2020</a>   influencers Kcore Analytics <a href='#'>https://t.co/DAF3OZsYXN</a> <a href='#'>https://t.co/nmybKxf4Xe</a>	True	False		0	0	0	0	0.9759800000000001	Françoise Morvan #CES2021	FmFrancoise
54	1232341771754958848	97707247	Tue Feb 25 16:29:08 +0000 2020	Just sent this email to the chairs of <a href='#'>#NeurIPS2020</a> (+ <a href='#'>#ICML2020</a> chairs). I forecast that ICML notification + NeurIPS submission date are such that lots of rushed work will be forced on the weekend. I implore them to consider shifting by 1 week. Read more: <a href='#'>https://t.co/PZ1g4WTvXl</a>	True	False		17	82	3	1	0.97925	Gautam Kamath	thegautamkamath
55	1232962677661671424	3229980963	Thu Feb 27 09:36:24 +0000 2020	<a href='#'>#NeurIPS2020</a>  requires <a href='#'>#AI</a> researchers to account for societal impact and financial conflicts of interest | VentureBeat <a href='#'>https://t.co/n7vqGD97h0</a>	True	False		0	0	0	0	0.9630179999999999	Françoise Morvan #CES2021	FmFrancoise
56	1233323680727433216	3229980963	Fri Feb 28 09:30:54 +0000 2020	<a href='#'>#NeurIPS2020</a> requires AI researchers to account for societal impact and financial conflicts of interest | VentureBeat <a href='#'>https://t.co/n7vqGD97h0</a>	True	False		0	0	0	0	0.9541839999999999	Françoise Morvan #CES2021	FmFrancoise
57	1233651610057760768	16502593	Sat Feb 29 07:13:58 +0000 2020	<a href='#'>@rajiinio</a> <a href='#'>@kharijohnson</a> Our <a href='#'>@ACM_FCA</a> proposal sparked a lot of the thinking and discussion leading to  change. Great to see <a href='#'>#NeurIPS2020</a> picking up our recommendation  👉 <a href='#'>https://t.co/L1qL8xMhJN</a> <a href='#'>@bhecht</a>, <a href='#'>@lgw_</a>, <a href='#'>@jeffbigham</a>, <a href='#'>@compscidr</a>, <a href='#'>@HCIBremen</a>, <a href='#'>@ybisk</a> (and others)	True	False		3	13	1	0	0.967578	Dr. Lauren Wilcox (she/her)	lgw_
58	1234461867784986631	892796129653469188	Mon Mar 02 12:53:39 +0000 2020	Looking forward to great tutorial proposals for <a href='#'>#NeurIPS2020</a> (the call for proposals will be out soon!). Bob Williamson and I (Tutorial co-chairs) want to know, what topics would you like to see at this year’s tutorials?	True	False		19	87	10	1	0.492858	Danielle Belgrave	DaniCMBelg
59	1234475990912585731	97707247	Mon Mar 02 13:49:46 +0000 2020	"Well, the answer was no. See: <a href='#'>https://t.co/Os2YzSAiJ1</a>
Very disappointing, given all the great steps forward in inclusion the last few years. On top of many new req'ments, I think <a href='#'>#NeurIPS2020</a> is gonna the most mentally taxing deadline yet. I hope things are better next year."	True	True	1.2323417717549588e+18	0	13	0	1	0.987036	Gautam Kamath	thegautamkamath
60	1235853609037750273	16258572	Fri Mar 06 09:03:56 +0000 2020	Suprised this <a href='#'>#NeurIPS</a> tutorial proposal hasn't gotten more likes <a href='#'>#NeurIPS</a>2020 <a href='#'>#MachineLearning</a> <a href='#'>#AI</a> <a href='#'>#NeuralNetworks</a>	True	True	1.2348895993207767e+18	0	0	0	0	0.980728	Richard Tomsett	richardtomsett
61	1236567449908191233	3229980963	Sun Mar 08 08:20:29 +0000 2020	<a href='#'>#NeurIPS2020</a> influencers   Kcore Analytics <a href='#'>https://t.co/JxQDlipIgo</a>	True	False		0	0	0	0	0.9715	Françoise Morvan #CES2021	FmFrancoise
62	1236945804788555776	927837253	Mon Mar 09 09:23:55 +0000 2020	<a href='#'>@compthink</a> Yes! I accepted to be meetup chair for <a href='#'>#NeurIPS2020</a> because I think this is important. I just hope that we are ready to do this, and not just sign petition or talk about it. 🤞🏾	True	False		0	5	3	0	0.979474	Emtiyaz Khan	EmtiyazKhan
63	1237874795858952194	861786312759590913	Wed Mar 11 22:55:24 +0000 2020	"Approaching deadlines in May. <a href='#'>#conferencelist</a>

<a href='#'>#CIKM2020</a> May 1 (abst. April 24)
<a href='#'>#RecSys2020</a> May 4 (abst. April 27)
<a href='#'>#ICTIR2020</a> May 11
<a href='#'>#EMNLP2020</a> May 11
<a href='#'>#NeurIPS2020</a> May 12 (abst. May 5)
<a href='#'>#DASFAA2020</a> May 24

Don't miss them :D

<a href='#'>https://t.co/NiQrd0WURg</a>"	True	False		0	0	0	0	0.9718199999999999	Conference List	_ConferenceList
64	1240268778040164352	97707247	Wed Mar 18 13:28:14 +0000 2020	"I declined the reviewer invitation for <a href='#'>#NeurIPS2020</a>, in protest of poor coordination with <a href='#'>#ICML2020</a> notifications. First time I remember declining for NeurIPS, ICML, or AISTATS.
This + other new initiatives add a lot of mental burden this year. Something we have enough of already"	True	True	1.2344759909125857e+18	2	31	0	0	0.9865900000000001	Gautam Kamath	thegautamkamath
65	1242848753691787266	1012368265753055234	Wed Mar 25 16:20:08 +0000 2020	"I have just realised that reviewing for <a href='#'>#NeurIPS2020</a> starts shortly; right after submissions deadline.
No mercy for (us) reviewers"	True	False		0	4	0	0	0.9754100000000001	Maria Skoularidou	skoularidou
66	1243198350708613127	97707247	Thu Mar 26 15:29:18 +0000 2020	"Due to the timeline change for <a href='#'><a href='#'>#ICML2020</a></a>, it is now impossible to resubmit papers from <a href='#'><a href='#'>#ICML2020</a></a> to <a href='#'>#NeurIPS2020</a>. Now we play the difficult game based on ICML reviews: withdraw and resubmit, or pray for acceptance.

Please spread, since I'm sure many assume otherwise."	True	True	1.2431817096607416e+18	41	108	8	4	0.9707920000000001	Gautam Kamath	thegautamkamath
67	1243209117545697281	950132983083671553	Thu Mar 26 16:12:05 +0000 2020	<a href='#'>#NeurIPS2020</a> is optimizing the wrong objective given the current global situation. Visa aps while important become a moot point if it turns out that the conference has to be remote. Extend the deadline, allow remote pres. and don't force junior researchers to bet on acceptances!	True	True	1.243198350708613e+18	9	43	0	0	0.986272	Joey Bose	bose_joey
68	1243695631618781186	777786376955764736	Sat Mar 28 00:25:19 +0000 2020	Some people are complaining about the ethics rejections to <a href='#'>#NeurIPS2020</a> and they are SUPER  BAD takes like real bad. I’m concerned.	True	False		0	1	0	0	0.9475800000000001	degausser the hand washer	degausser42
69	1243701882075451394	844953243931291648	Sat Mar 28 00:50:10 +0000 2020	We have written another blog post to give some updates about plans and recruitment for <a href='#'>#NeurIPS2020</a>, ethical reviewing, and our early reject process. <a href='#'>https://t.co/FovNrpNr2N</a>	True	False		9	24	0	0	0.981074	raia hadsell	RaiaHadsell
